amenity_id,property_id,amenity_name
1216,188,Covered Parking
1217,188,Kids Play Area
1218,188,Broadband Internet
1219,188,Wide Roads
1220,188,CCTV Surveillance
1221,188,Underground Electricity
1222,188,Club House
1223,188,24/7 Security
1224,189,Club House
1225,189,Kids Play Area
1226,189,Solar Panels
1227,189,Water Filtration Plant
1228,189,Gated Community
1229,189,Sewerage System
1230,189,Covered Parking
1231,189,Wide Roads
1232,190,Gated Community
1233,190,Wide Roads
1234,190,Water Filtration Plant
1235,190,Club House
1236,190,Solar Panels
1237,190,Sewerage System
1238,190,Underground Electricity
1239,191,Gated Community
1240,191,Underground Electricity
1241,191,Backup Generator
1242,191,Broadband Internet
1243,191,Club House
1244,191,Water Filtration Plant
1245,191,Gymnasium
1246,191,Covered Parking
1247,192,Broadband Internet
1248,192,Swimming Pool
1249,192,CCTV Surveillance
1250,192,Backup Generator
1251,192,Gated Community
1252,192,BBQ Area
1253,193,Gymnasium
1254,193,Broadband Internet
1255,193,Rooftop Terrace
1256,193,Community Park
1257,193,Mosque
1258,193,Water Filtration Plant
1259,193,Club House
1260,193,Backup Generator
1261,194,Mini Golf Course
1262,194,Gymnasium
1263,194,Club House
1264,194,CCTV Surveillance
1265,194,Kids Play Area
1266,194,Wide Roads
1267,194,24/7 Security
1268,194,Community Park
1269,194,Broadband Internet
1270,195,Underground Electricity
1271,195,Broadband Internet
1272,195,Community Park
1273,195,Sewerage System
1274,195,Kids Play Area
1275,195,BBQ Area
1276,195,Covered Parking
1277,195,Rooftop Terrace
1278,196,Mosque
1279,196,Community Park
1280,196,Solar Panels
1281,196,Broadband Internet
1282,196,BBQ Area
1283,197,Water Filtration Plant
1284,197,Club House
1285,197,Solar Panels
1286,197,Swimming Pool
1287,198,Mini Golf Course
1288,198,Club House
1289,198,Gated Community
1290,198,Swimming Pool
1291,198,Kids Play Area
1292,198,Backup Generator
1293,198,CCTV Surveillance
1294,199,Gymnasium
1295,199,Swimming Pool
1296,199,Solar Panels
1297,199,Rooftop Terrace
1298,199,Gated Community
1299,199,Underground Electricity
1300,199,Mini Golf Course
1301,199,CCTV Surveillance
1302,199,BBQ Area
1303,200,Backup Generator
1304,200,Swimming Pool
1305,200,Mosque
1306,200,Gymnasium
1307,200,Underground Electricity
1308,200,24/7 Security
1309,200,Solar Panels
1310,201,24/7 Security
1311,201,Broadband Internet
1312,201,Covered Parking
1313,201,Mini Golf Course
1314,201,Solar Panels
1315,201,Backup Generator
1316,202,Wide Roads
1317,202,Underground Electricity
1318,202,Covered Parking
1319,202,Broadband Internet
1320,202,CCTV Surveillance
1321,202,Solar Panels
1322,202,Gated Community
1323,203,Solar Panels
1324,203,24/7 Security
1325,203,Wide Roads
1326,203,Sewerage System
1327,203,Underground Electricity
1328,203,Rooftop Terrace
1329,203,Community Park
1330,203,CCTV Surveillance
1331,204,BBQ Area
1332,204,Gated Community
1333,204,Gymnasium
1334,204,Rooftop Terrace
1335,205,Rooftop Terrace
1336,205,Backup Generator
1337,205,Kids Play Area
1338,205,Community Park
1339,205,Gated Community
1340,205,Covered Parking
1341,205,Underground Electricity
1342,205,Water Filtration Plant
1343,205,Club House
1344,206,Backup Generator
1345,206,Rooftop Terrace
1346,206,Mini Golf Course
1347,206,Swimming Pool
1348,206,Broadband Internet
1349,206,BBQ Area
1350,206,Solar Panels
1351,206,Water Filtration Plant
1352,206,24/7 Security
1353,207,Backup Generator
1354,207,Kids Play Area
1355,207,BBQ Area
1356,207,Club House
1357,208,CCTV Surveillance
1358,208,Mini Golf Course
1359,208,Community Park
1360,208,Backup Generator
1361,209,Gymnasium
1362,209,Mosque
1363,209,Sewerage System
1364,209,Kids Play Area
1365,209,CCTV Surveillance
1366,209,Mini Golf Course
1367,209,Rooftop Terrace
1368,210,Underground Electricity
1369,210,Gated Community
1370,210,Mosque
1371,210,Water Filtration Plant
1372,210,Community Park
1373,210,Wide Roads
1374,210,BBQ Area
1375,210,CCTV Surveillance
1376,210,Backup Generator
1377,211,Backup Generator
1378,211,CCTV Surveillance
1379,211,Kids Play Area
1380,211,Sewerage System
1381,211,BBQ Area
1382,211,Broadband Internet
1383,211,Community Park
1384,211,Solar Panels
1385,211,Club House
1386,212,Water Filtration Plant
1387,212,Covered Parking
1388,212,Rooftop Terrace
1389,212,Swimming Pool
1390,212,Wide Roads
1391,212,BBQ Area
1392,212,Gymnasium
1393,213,24/7 Security
1394,213,Mosque
1395,213,Solar Panels
1396,213,Broadband Internet
1397,213,Rooftop Terrace
1398,214,Underground Electricity
1399,214,CCTV Surveillance
1400,214,Rooftop Terrace
1401,214,Gated Community
1402,214,Kids Play Area
1403,214,Swimming Pool
1404,214,Sewerage System
1405,214,Club House
1406,214,Covered Parking
1407,215,24/7 Security
1408,215,Underground Electricity
1409,215,Backup Generator
1410,215,Sewerage System
1411,215,Community Park
1412,216,Backup Generator
1413,216,Water Filtration Plant
1414,216,Mini Golf Course
1415,216,Kids Play Area
1416,216,24/7 Security
1417,216,Gated Community
1418,217,Kids Play Area
1419,217,Solar Panels
1420,217,Club House
1421,217,24/7 Security
1422,217,Swimming Pool
1423,217,Mosque
1424,217,Covered Parking
1425,217,CCTV Surveillance
1426,217,Rooftop Terrace
1427,218,Covered Parking
1428,218,Gated Community
1429,218,Gymnasium
1430,218,Solar Panels
1431,218,Mini Golf Course
1432,218,Kids Play Area
1433,218,Wide Roads
1434,219,Kids Play Area
1435,219,Broadband Internet
1436,219,CCTV Surveillance
1437,219,Gated Community
1438,219,Backup Generator
1439,219,Covered Parking
1440,219,BBQ Area
1441,219,Solar Panels
1442,220,Mini Golf Course
1443,220,Solar Panels
1444,220,24/7 Security
1445,220,Underground Electricity
1446,220,Kids Play Area
1447,220,Club House
1448,221,Community Park
1449,221,Gymnasium
1450,221,Sewerage System
1451,221,24/7 Security
1452,221,Kids Play Area
1453,221,Underground Electricity
1454,222,Mini Golf Course
1455,222,Swimming Pool
1456,222,Club House
1457,222,Rooftop Terrace
1458,222,Mosque
1459,222,CCTV Surveillance
1460,222,Solar Panels
1461,222,Broadband Internet
1462,222,Gymnasium
1463,223,Kids Play Area
1464,223,Gated Community
1465,223,Sewerage System
1466,223,CCTV Surveillance
1467,223,Community Park
1468,223,Wide Roads
1469,223,Mosque
1470,223,Swimming Pool
1471,223,Broadband Internet
1472,224,Underground Electricity
1473,224,Water Filtration Plant
1474,224,Backup Generator
1475,224,Swimming Pool
1476,224,Mosque
1477,224,Rooftop Terrace
1478,225,Underground Electricity
1479,225,Community Park
1480,225,Broadband Internet
1481,225,Water Filtration Plant
1482,226,Covered Parking
1483,226,Water Filtration Plant
1484,226,Gymnasium
1485,226,Underground Electricity
1486,227,Covered Parking
1487,227,Water Filtration Plant
1488,227,Backup Generator
1489,227,Kids Play Area
1490,227,Gymnasium
1491,227,Club House
1492,228,Water Filtration Plant
1493,228,Gymnasium
1494,228,Underground Electricity
1495,228,Gated Community
1496,229,Club House
1497,229,Water Filtration Plant
1498,229,Mosque
1499,229,24/7 Security
1500,229,Backup Generator
1501,229,Broadband Internet
1502,229,Rooftop Terrace
1503,230,Solar Panels
1504,230,Community Park
1505,230,Kids Play Area
1506,230,Broadband Internet
1507,230,Gated Community
1508,230,Covered Parking
1509,230,Sewerage System
1510,230,Club House
1511,230,Mini Golf Course
1512,231,Backup Generator
1513,231,24/7 Security
1514,231,Solar Panels
1515,231,Underground Electricity
1516,231,Kids Play Area
1517,231,Mosque
1518,231,Broadband Internet
1519,231,Gymnasium
1520,231,Club House
1521,232,Kids Play Area
1522,232,Broadband Internet
1523,232,Mosque
1524,232,Sewerage System
1525,232,Gymnasium
1526,232,Community Park
1527,232,Covered Parking
1528,232,Gated Community
1529,233,Solar Panels
1530,233,Mini Golf Course
1531,233,Water Filtration Plant
1532,233,Mosque
1533,234,Mini Golf Course
1534,234,BBQ Area
1535,234,Solar Panels
1536,234,Kids Play Area
1537,234,Sewerage System
1538,235,Backup Generator
1539,235,Rooftop Terrace
1540,235,Wide Roads
1541,235,Swimming Pool
1542,235,Community Park
1543,236,Solar Panels
1544,236,Kids Play Area
1545,236,Mini Golf Course
1546,236,Broadband Internet
1547,236,Gated Community
1548,236,Community Park
1549,237,Covered Parking
1550,237,Gated Community
1551,237,Mosque
1552,237,Club House
1553,238,Community Park
1554,238,CCTV Surveillance
1555,238,Club House
1556,238,Swimming Pool
1557,239,Solar Panels
1558,239,Rooftop Terrace
1559,239,Broadband Internet
1560,239,BBQ Area
1561,239,Backup Generator
1562,239,Swimming Pool
1563,239,CCTV Surveillance
1564,239,Mosque
1565,239,Water Filtration Plant
1566,240,Mini Golf Course
1567,240,Community Park
1568,240,Broadband Internet
1569,240,Gymnasium
1570,240,Rooftop Terrace
1571,240,CCTV Surveillance
1572,240,Club House
1573,240,BBQ Area
1574,240,Wide Roads
1575,241,Broadband Internet
1576,241,Backup Generator
1577,241,Solar Panels
1578,241,Covered Parking
1579,242,Wide Roads
1580,242,Gymnasium
1581,242,Sewerage System
1582,242,BBQ Area
1583,242,Club House
1584,243,Kids Play Area
1585,243,Solar Panels
1586,243,Broadband Internet
1587,243,Covered Parking
1588,243,24/7 Security
1589,244,Covered Parking
1590,244,Mosque
1591,244,BBQ Area
1592,244,Solar Panels
1593,245,Swimming Pool
1594,245,Backup Generator
1595,245,BBQ Area
1596,245,Gymnasium
1597,245,Mosque
1598,245,Underground Electricity
1599,245,CCTV Surveillance
1600,246,Mosque
1601,246,Kids Play Area
1602,246,Mini Golf Course
1603,246,Community Park
1604,246,Backup Generator
1605,246,Sewerage System
1606,246,Wide Roads
1607,246,Underground Electricity
1608,246,Covered Parking
1609,247,Wide Roads
1610,247,Solar Panels
1611,247,Mini Golf Course
1612,247,Swimming Pool
1613,247,Covered Parking
1614,247,Underground Electricity
1615,247,Gated Community
1616,248,Underground Electricity
1617,248,Rooftop Terrace
1618,248,CCTV Surveillance
1619,248,Mini Golf Course
1620,248,Kids Play Area
1621,248,Sewerage System
1622,249,Wide Roads
1623,249,Swimming Pool
1624,249,Community Park
1625,249,Covered Parking
1626,249,Mosque
1627,249,Backup Generator
1628,249,Broadband Internet
1629,249,Solar Panels
1630,249,Rooftop Terrace
1631,250,Mosque
1632,250,Broadband Internet
1633,250,Swimming Pool
1634,250,Backup Generator
1635,250,Club House
1636,250,Gated Community
1637,250,Water Filtration Plant
1638,250,Rooftop Terrace
1639,251,Solar Panels
1640,251,Club House
1641,251,Kids Play Area
1642,251,Covered Parking
1643,251,Gated Community
1644,251,Water Filtration Plant
1645,251,Mosque
1646,251,Community Park
1647,251,Backup Generator
1648,252,24/7 Security
1649,252,Gymnasium
1650,252,Rooftop Terrace
1651,252,Broadband Internet
1652,252,Backup Generator
1653,252,Underground Electricity
1654,252,Covered Parking
1655,252,CCTV Surveillance
1656,252,Wide Roads
1657,253,Underground Electricity
1658,253,Kids Play Area
1659,253,Backup Generator
1660,253,Mini Golf Course
1661,253,CCTV Surveillance
1662,254,BBQ Area
1663,254,Community Park
1664,254,24/7 Security
1665,254,Water Filtration Plant
1666,254,Club House
1667,254,CCTV Surveillance
1668,254,Rooftop Terrace
1669,254,Gymnasium
1670,254,Mini Golf Course
1671,255,Mini Golf Course
1672,255,Gated Community
1673,255,24/7 Security
1674,255,BBQ Area
1675,255,Mosque
1676,255,CCTV Surveillance
1677,256,24/7 Security
1678,256,Wide Roads
1679,256,CCTV Surveillance
1680,256,Club House
1681,256,Kids Play Area
1682,256,BBQ Area
1683,257,Club House
1684,257,Solar Panels
1685,257,CCTV Surveillance
1686,257,Underground Electricity
1687,257,Swimming Pool
1688,257,Wide Roads
1689,257,Community Park
1690,258,Mini Golf Course
1691,258,Club House
1692,258,BBQ Area
1693,258,CCTV Surveillance
1694,258,Gymnasium
1695,259,Gymnasium
1696,259,Solar Panels
1697,259,24/7 Security
1698,259,Community Park
1699,259,Mini Golf Course
1700,259,Water Filtration Plant
1701,260,Covered Parking
1702,260,CCTV Surveillance
1703,260,Gymnasium
1704,260,Community Park
1705,260,Mini Golf Course
1706,260,Kids Play Area
1707,260,Club House
1708,260,Underground Electricity
1709,260,Wide Roads
1710,261,Solar Panels
1711,261,CCTV Surveillance
1712,261,Swimming Pool
1713,261,Broadband Internet
1714,261,Rooftop Terrace
1715,261,Sewerage System
1716,261,Covered Parking
1717,261,Wide Roads
1718,261,Underground Electricity
1719,262,Wide Roads
1720,262,Swimming Pool
1721,262,CCTV Surveillance
1722,262,24/7 Security
1723,262,Covered Parking
1724,262,Mini Golf Course
1725,263,Wide Roads
1726,263,Water Filtration Plant
1727,263,Sewerage System
1728,263,CCTV Surveillance
1729,263,BBQ Area
1730,263,24/7 Security
1731,263,Broadband Internet
1732,263,Backup Generator
1733,263,Solar Panels
1734,264,BBQ Area
1735,264,Mosque
1736,264,Covered Parking
1737,264,Community Park
1738,264,Gymnasium
1739,264,Solar Panels
1740,264,Broadband Internet
1741,264,Sewerage System
1742,264,Mini Golf Course
1743,265,Water Filtration Plant
1744,265,Community Park
1745,265,Solar Panels
1746,265,Rooftop Terrace
1747,265,Wide Roads
1748,265,Covered Parking
1749,265,Kids Play Area
1750,266,Community Park
1751,266,Mini Golf Course
1752,266,Backup Generator
1753,266,Gated Community
1754,266,Kids Play Area
1755,266,Sewerage System
1756,266,Club House
1757,266,24/7 Security
1758,266,Wide Roads
1759,267,Water Filtration Plant
1760,267,Covered Parking
1761,267,Kids Play Area
1762,267,CCTV Surveillance
1763,267,BBQ Area
1764,267,Club House
1765,267,Gymnasium
1766,268,Swimming Pool
1767,268,Gated Community
1768,268,Backup Generator
1769,268,Sewerage System
1770,268,Rooftop Terrace
1771,268,Kids Play Area
1772,269,Rooftop Terrace
1773,269,Swimming Pool
1774,269,Gated Community
1775,269,Backup Generator
1776,269,24/7 Security
1777,269,Gymnasium
1778,269,Wide Roads
1779,270,Gymnasium
1780,270,Water Filtration Plant
1781,270,Community Park
1782,270,Sewerage System
1783,271,Gymnasium
1784,271,Sewerage System
1785,271,Rooftop Terrace
1786,271,Mini Golf Course
1787,271,24/7 Security
1788,271,BBQ Area
1789,272,Solar Panels
1790,272,Swimming Pool
1791,272,Gymnasium
1792,272,Broadband Internet
1793,273,Swimming Pool
1794,273,Sewerage System
1795,273,Wide Roads
1796,273,Covered Parking
1797,273,Solar Panels
1798,273,Club House
1799,274,Gated Community
1800,274,Kids Play Area
1801,274,Community Park
1802,274,Gymnasium
1803,274,Water Filtration Plant
1804,274,CCTV Surveillance
1805,274,Wide Roads
1806,274,Club House
1807,275,Club House
1808,275,Wide Roads
1809,275,Broadband Internet
1810,275,Swimming Pool
1811,275,Underground Electricity
1812,275,Backup Generator
1813,275,BBQ Area
1814,276,Gated Community
1815,276,Sewerage System
1816,276,Mosque
1817,276,Solar Panels
1818,276,Swimming Pool
1819,276,Wide Roads
1820,277,Covered Parking
1821,277,Backup Generator
1822,277,Solar Panels
1823,277,Wide Roads
1824,277,Club House
1825,277,Kids Play Area
1826,277,BBQ Area
1827,278,Covered Parking
1828,278,Sewerage System
1829,278,Gymnasium
1830,278,Water Filtration Plant
1831,278,CCTV Surveillance
1832,278,24/7 Security
1833,278,Mini Golf Course
1834,279,Club House
1835,279,Kids Play Area
1836,279,Water Filtration Plant
1837,279,Gated Community
1838,279,Mosque
1839,279,Broadband Internet
1840,279,Sewerage System
1841,280,BBQ Area
1842,280,CCTV Surveillance
1843,280,Sewerage System
1844,280,Kids Play Area
1845,280,Mini Golf Course
1846,280,Gymnasium
1847,280,Club House
1848,280,Gated Community
1849,280,Broadband Internet
1850,281,Rooftop Terrace
1851,281,Club House
1852,281,Broadband Internet
1853,281,Wide Roads
1854,281,Underground Electricity
1855,281,Sewerage System
1856,281,Swimming Pool
1857,281,Kids Play Area
1858,281,BBQ Area
1859,282,Kids Play Area
1860,282,Mini Golf Course
1861,282,24/7 Security
1862,282,Rooftop Terrace
1863,282,Community Park
1864,283,CCTV Surveillance
1865,283,Mosque
1866,283,Water Filtration Plant
1867,283,Rooftop Terrace
1868,284,Broadband Internet
1869,284,BBQ Area
1870,284,Wide Roads
1871,284,Backup Generator
1872,284,Sewerage System
1873,284,Mosque
1874,284,24/7 Security
1875,284,CCTV Surveillance
1876,284,Water Filtration Plant
1877,285,Gated Community
1878,285,Underground Electricity
1879,285,Mosque
1880,285,Mini Golf Course
1881,286,Solar Panels
1882,286,Gymnasium
1883,286,Club House
1884,286,Swimming Pool
1885,287,Swimming Pool
1886,287,Sewerage System
1887,287,Backup Generator
1888,287,Broadband Internet
1889,288,Community Park
1890,288,Broadband Internet
1891,288,Sewerage System
1892,288,CCTV Surveillance
1893,288,Kids Play Area
1894,288,Gymnasium
1895,288,Solar Panels
1896,288,Club House
1897,288,Gated Community
1898,289,Gated Community
1899,289,Club House
1900,289,Rooftop Terrace
1901,289,Kids Play Area
1902,289,Solar Panels
1903,289,Gymnasium
1904,290,Swimming Pool
1905,290,Broadband Internet
1906,290,Community Park
1907,290,Covered Parking
1908,290,Underground Electricity
1909,290,Backup Generator
1910,291,Swimming Pool
1911,291,Covered Parking
1912,291,Mosque
1913,291,Gymnasium
1914,291,CCTV Surveillance
1915,291,Mini Golf Course
1916,291,Backup Generator
1917,292,Mosque
1918,292,Broadband Internet
1919,292,Sewerage System
1920,292,Solar Panels
1921,292,Gated Community
1922,292,Covered Parking
1923,292,Rooftop Terrace
1924,292,Backup Generator
1925,292,BBQ Area
1926,293,Broadband Internet
1927,293,24/7 Security
1928,293,Covered Parking
1929,293,Gymnasium
1930,293,Rooftop Terrace
1931,293,Solar Panels
1932,294,Club House
1933,294,Sewerage System
1934,294,Gymnasium
1935,294,Kids Play Area
1936,295,Rooftop Terrace
1937,295,24/7 Security
1938,295,Water Filtration Plant
1939,295,Covered Parking
1940,295,Mini Golf Course
1941,295,Underground Electricity
1942,295,Broadband Internet
1943,296,Community Park
1944,296,Mini Golf Course
1945,296,Wide Roads
1946,296,24/7 Security
1947,296,Club House
1948,296,BBQ Area
1949,296,CCTV Surveillance
1950,296,Covered Parking
1951,296,Rooftop Terrace
1952,297,Rooftop Terrace
1953,297,Mini Golf Course
1954,297,BBQ Area
1955,297,Kids Play Area
1956,298,Backup Generator
1957,298,Club House
1958,298,Gated Community
1959,298,Community Park
1960,298,BBQ Area
1961,298,Sewerage System
1962,298,CCTV Surveillance
1963,298,Swimming Pool
1964,298,Mini Golf Course
1965,299,Backup Generator
1966,299,Underground Electricity
1967,299,Swimming Pool
1968,299,Gated Community
1969,299,Club House
1970,299,Kids Play Area
1971,299,Mosque
1972,300,Club House
1973,300,Mosque
1974,300,BBQ Area
1975,300,Covered Parking
1976,300,Community Park
1977,300,Broadband Internet
