property_id,location_id,page_url,property_type,price,price_bin,location,city,province_name,locality,latitude,longitude,baths,area,area_marla,area_sqft,purpose,bedrooms,date_added,year,month,day,agency,agent
88,1008,https://www.zameen.com/Property/faisalabad_jaranwala_road_88.html,Lower Portion,1428000.0,Under 3M,"Jaranwala Road, Faisalabad",Faisalabad,Punjab,Jaranwala Road,31.514283,73.106538,4,2.74 Marla,2.74,745.97,For Sale,4,2019-03-19,2019,3,19,Metro Homes Realty,Zainab Malik
89,1009,https://www.zameen.com/Property/karachi_dha_phase_8_89.html,Flat,15380000.0,8M - 20M,"DHA Phase 8, Karachi",Karachi,Sindh,DHA Phase 8,24.796569,67.033385,3,26.06 Marla,26.06,7094.84,For Sale,4,2023-02-02,2023,2,2,Prime Estate Consultants,Kashif Iqbal
90,1010,https://www.zameen.com/Property/faisalabad_susan_road_90.html,Lower Portion,4044000.0,3M - 8M,"Susan Road, Faisalabad",Faisalabad,Punjab,Susan Road,31.476817,73.114888,4,7.86 Marla,7.86,2139.89,For Sale,4,2019-01-25,2019,1,25,Aiwan-e-Property,Fatima Raza
91,1011,https://www.zameen.com/Property/karachi_malir_91.html,Lower Portion,3340000.0,3M - 8M,"Malir, Karachi",Karachi,Sindh,Malir,24.93376,67.010969,1,4.59 Marla,4.59,1249.63,For Sale,1,2019-06-17,2019,6,17,Prime Estate Consultants,Ahmed Aslam
92,1012,https://www.zameen.com/Property/lahore_johar_town_92.html,Upper Portion,709200.0,Rental,"Johar Town, Lahore",Lahore,Punjab,Johar Town,31.532867,74.312738,6,16.1 Marla,16.1,4383.23,For Rent,6,2024-09-25,2024,9,25,Aiwan-e-Property,Hassan Malik
93,1013,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_93.html,Penthouse,9475000.0,8M - 20M,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.583272,73.039732,2,24.34 Marla,24.34,6626.56,For Sale,3,2022-10-24,2022,10,24,Skyline Properties,Imran Aslam
94,1014,https://www.zameen.com/Property/lahore_gulberg_94.html,Farm House,343100.0,Rental,"Gulberg, Lahore",Lahore,Punjab,Gulberg,31.579578,74.369311,2,9.06 Marla,9.06,2466.59,For Rent,3,2021-10-23,2021,10,23,Aiwan-e-Property,Ahmed Chaudhry
95,1015,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_95.html,Flat,1348000.0,Under 3M,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,Punjab,Bahria Town Rawalpindi,33.534962,72.988801,5,2.76 Marla,2.76,751.41,For Sale,5,2023-02-02,2023,2,2,Aiwan-e-Property,Sara Raza
96,1016,https://www.zameen.com/Property/faisalabad_eden_valley_96.html,House,229600.0,Rental,"Eden Valley, Faisalabad",Faisalabad,Punjab,Eden Valley,31.467532,73.121269,5,6.52 Marla,6.52,1775.07,For Rent,5,2021-01-19,2021,1,19,Metro Homes Realty,Fatima Farooq
97,1017,https://www.zameen.com/Property/karachi_north_nazimabad_97.html,House,2682000.0,Under 3M,"North Nazimabad, Karachi",Karachi,Sindh,North Nazimabad,24.938211,66.929865,5,4.78 Marla,4.78,1301.36,For Sale,6,2021-06-17,2021,6,17,Graana Real Estate,Ayesha Iqbal
98,1018,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_98.html,Flat,286600.0,Rental,"Gulshan-e-Iqbal, Karachi",Karachi,Sindh,Gulshan-e-Iqbal,24.865913,66.957918,1,9.58 Marla,9.58,2608.16,For Rent,1,2022-10-30,2022,10,30,Zameen Estate Hub,Sara Iqbal
99,1019,https://www.zameen.com/Property/faisalabad_jaranwala_road_99.html,House,2395000.0,Under 3M,"Jaranwala Road, Faisalabad",Faisalabad,Punjab,Jaranwala Road,31.48392,73.121831,4,2.96 Marla,2.96,805.86,For Sale,4,2024-06-16,2024,6,16,Metro Homes Realty,Kashif Iqbal
100,1020,https://www.zameen.com/Property/lahore_johar_town_100.html,House,296500.0,Rental,"Johar Town, Lahore",Lahore,Punjab,Johar Town,31.479331,74.372919,5,7.42 Marla,7.42,2020.1,For Rent,5,2022-01-22,2022,1,22,Graana Real Estate,Fatima Malik
101,1021,https://www.zameen.com/Property/faisalabad_wapda_city_101.html,Lower Portion,343500.0,Rental,"Wapda City, Faisalabad",Faisalabad,Punjab,Wapda City,31.515348,73.1109,2,11.33 Marla,11.33,3084.59,For Rent,2,2019-04-13,2019,4,13,Prime Estate Consultants,Imran Sheikh
102,1022,https://www.zameen.com/Property/karachi_clifton_102.html,House,2167000.0,Under 3M,"Clifton, Karachi",Karachi,Sindh,Clifton,24.852525,67.068965,1,7.48 Marla,7.48,2036.43,For Sale,2,2023-07-17,2023,7,17,Metro Homes Realty,Kashif Aslam
103,1023,https://www.zameen.com/Property/faisalabad_eden_valley_103.html,Upper Portion,315500.0,Rental,"Eden Valley, Faisalabad",Faisalabad,Punjab,Eden Valley,31.379388,73.136174,1,11.16 Marla,11.16,3038.31,For Rent,1,2021-05-25,2021,5,25,Skyline Properties,Usman Aslam
104,1024,https://www.zameen.com/Property/islamabad_f-10_104.html,Lower Portion,10373000.0,8M - 20M,"F-10, Islamabad",Islamabad,Islamabad Capital Territory,F-10,33.665917,73.060753,1,12.8 Marla,12.8,3484.8,For Sale,1,2019-01-05,2019,1,5,Prime Estate Consultants,Kashif Javed
105,1025,https://www.zameen.com/Property/lahore_johar_town_105.html,Penthouse,2618000.0,Under 3M,"Johar Town, Lahore",Lahore,Punjab,Johar Town,31.597582,74.292193,3,7.71 Marla,7.71,2099.05,For Sale,4,2018-09-11,2018,9,11,Metro Homes Realty,Bilal Raza
106,1026,https://www.zameen.com/Property/karachi_dha_phase_8_106.html,Flat,9651000.0,8M - 20M,"DHA Phase 8, Karachi",Karachi,Sindh,DHA Phase 8,24.889324,66.929478,5,20.1 Marla,20.1,5472.23,For Sale,5,2021-03-04,2021,3,4,Metro Homes Realty,Fatima Raza
107,1027,https://www.zameen.com/Property/islamabad_dha_islamabad_107.html,Upper Portion,12578000.0,8M - 20M,"DHA Islamabad, Islamabad",Islamabad,Islamabad Capital Territory,DHA Islamabad,33.61744,73.074078,5,14.35 Marla,14.35,3906.79,For Sale,6,2024-10-04,2024,10,4,Skyline Properties,Sara Raza
108,1028,https://www.zameen.com/Property/islamabad_g-13_108.html,Farm House,6172000.0,3M - 8M,"G-13, Islamabad",Islamabad,Islamabad Capital Territory,G-13,33.711619,73.100533,6,13.89 Marla,13.89,3781.55,For Sale,6,2022-03-23,2022,3,23,City Housing Marketing,Hassan Chaudhry
109,1029,https://www.zameen.com/Property/faisalabad_wapda_city_109.html,Farm House,8727000.0,8M - 20M,"Wapda City, Faisalabad",Faisalabad,Punjab,Wapda City,31.406647,73.07701,3,24.31 Marla,24.31,6618.4,For Sale,3,2020-05-27,2020,5,27,Aiwan-e-Property,Zainab Sheikh
110,1030,https://www.zameen.com/Property/lahore_bahria_town_110.html,Penthouse,425100.0,Rental,"Bahria Town, Lahore",Lahore,Punjab,Bahria Town,31.535959,74.30338,5,26.35 Marla,26.35,7173.79,For Rent,6,2021-10-11,2021,10,11,Skyline Properties,Kashif Chaudhry
111,1031,https://www.zameen.com/Property/karachi_malir_111.html,Penthouse,3512000.0,3M - 8M,"Malir, Karachi",Karachi,Sindh,Malir,24.901083,67.046508,1,7.31 Marla,7.31,1990.15,For Sale,1,2020-08-30,2020,8,30,Metro Homes Realty,Kashif Butt
112,1032,https://www.zameen.com/Property/karachi_north_nazimabad_112.html,Flat,14868000.0,8M - 20M,"North Nazimabad, Karachi",Karachi,Sindh,North Nazimabad,24.9052,67.001565,2,21.62 Marla,21.62,5886.05,For Sale,2,2024-05-25,2024,5,25,Metro Homes Realty,Zainab Butt
113,1033,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_113.html,Penthouse,4190000.0,3M - 8M,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.621287,72.98251,1,7.52 Marla,7.52,2047.32,For Sale,1,2022-03-01,2022,3,1,Prime Estate Consultants,Bilal Javed
114,1034,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_114.html,Lower Portion,294700.0,Rental,"Gulshan-e-Iqbal, Karachi",Karachi,Sindh,Gulshan-e-Iqbal,24.844133,66.980934,1,7.46 Marla,7.46,2030.98,For Rent,1,2021-12-02,2021,12,2,Graana Real Estate,Fatima Khan
115,1035,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_115.html,Upper Portion,6011000.0,3M - 8M,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,Punjab,Bahria Town Rawalpindi,33.631883,73.012493,5,13.03 Marla,13.03,3547.42,For Sale,6,2019-08-22,2019,8,22,Zameen Estate Hub,Ahmed Butt
116,1036,https://www.zameen.com/Property/karachi_malir_116.html,Lower Portion,1239000.0,Under 3M,"Malir, Karachi",Karachi,Sindh,Malir,24.848421,67.045288,1,3.24 Marla,3.24,882.09,For Sale,1,2019-09-05,2019,9,5,Prime Estate Consultants,Kashif Javed
117,1037,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_117.html,House,4340000.0,3M - 8M,"Gulshan-e-Iqbal, Karachi",Karachi,Sindh,Gulshan-e-Iqbal,24.881813,67.013108,5,15.42 Marla,15.42,4198.1,For Sale,5,2023-08-10,2023,8,10,Prime Estate Consultants,Imran Khan
118,1038,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_118.html,Lower Portion,7721000.0,3M - 8M,"Gulshan-e-Iqbal, Karachi",Karachi,Sindh,Gulshan-e-Iqbal,24.933245,67.008153,4,11.38 Marla,11.38,3098.21,For Sale,4,2018-12-17,2018,12,17,Prime Estate Consultants,Hassan Malik
119,1039,https://www.zameen.com/Property/faisalabad_eden_valley_119.html,House,7403000.0,3M - 8M,"Eden Valley, Faisalabad",Faisalabad,Punjab,Eden Valley,31.40898,73.160137,4,18.17 Marla,18.17,4946.78,For Sale,4,2018-03-08,2018,3,8,Aiwan-e-Property,Bilal Raza
120,1000,https://www.zameen.com/Property/lahore_wapda_town_120.html,Room,6676000.0,3M - 8M,"Wapda Town, Lahore",Lahore,Punjab,Wapda Town,31.541478,74.40854,1,11.12 Marla,11.12,3027.42,For Sale,1,2019-12-19,2019,12,19,Skyline Properties,Zainab Farooq
121,1001,https://www.zameen.com/Property/lahore_model_town_121.html,Penthouse,119700.0,Rental,"Model Town, Lahore",Lahore,Punjab,Model Town,31.59866,74.365585,1,2.88 Marla,2.88,784.08,For Rent,1,2021-07-16,2021,7,16,Aiwan-e-Property,Imran Iqbal
122,1002,https://www.zameen.com/Property/islamabad_dha_islamabad_122.html,Penthouse,4458000.0,3M - 8M,"DHA Islamabad, Islamabad",Islamabad,Islamabad Capital Territory,DHA Islamabad,33.746718,73.086829,1,9.71 Marla,9.71,2643.55,For Sale,1,2019-05-25,2019,5,25,Skyline Properties,Hassan Iqbal
123,1003,https://www.zameen.com/Property/rawalpindi_satellite_town_123.html,Flat,14968000.0,8M - 20M,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.644316,72.965773,5,19.47 Marla,19.47,5300.71,For Sale,5,2022-10-05,2022,10,5,Graana Real Estate,Fatima Aslam
124,1004,https://www.zameen.com/Property/islamabad_g-13_124.html,House,5009000.0,3M - 8M,"G-13, Islamabad",Islamabad,Islamabad Capital Territory,G-13,33.72069,73.113757,4,9.61 Marla,9.61,2616.32,For Sale,5,2022-12-24,2022,12,24,Aiwan-e-Property,Zainab Khan
125,1005,https://www.zameen.com/Property/faisalabad_madina_town_125.html,Upper Portion,1319000.0,Under 3M,"Madina Town, Faisalabad",Faisalabad,Punjab,Madina Town,31.478894,73.125108,6,2.75 Marla,2.75,748.69,For Sale,6,2019-10-18,2019,10,18,Graana Real Estate,Sara Aslam
126,1006,https://www.zameen.com/Property/karachi_dha_phase_8_126.html,Flat,386900.0,Rental,"DHA Phase 8, Karachi",Karachi,Sindh,DHA Phase 8,24.902794,67.012927,5,11.67 Marla,11.67,3177.16,For Rent,5,2023-01-17,2023,1,17,Aiwan-e-Property,Hassan Farooq
127,1007,https://www.zameen.com/Property/faisalabad_jaranwala_road_127.html,Lower Portion,6893000.0,3M - 8M,"Jaranwala Road, Faisalabad",Faisalabad,Punjab,Jaranwala Road,31.389242,73.178994,1,9.5 Marla,9.5,2586.38,For Sale,1,2023-08-07,2023,8,7,Prime Estate Consultants,Fatima Javed
128,1008,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_128.html,Room,15094000.0,8M - 20M,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.614782,73.09171,1,18.8 Marla,18.8,5118.3,For Sale,1,2023-01-26,2023,1,26,Zameen Estate Hub,Zainab Malik
129,1009,https://www.zameen.com/Property/islamabad_gulberg_greens_129.html,Upper Portion,17894000.0,8M - 20M,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.640279,73.125521,3,25.21 Marla,25.21,6863.42,For Sale,3,2019-12-15,2019,12,15,Skyline Properties,Hassan Javed
130,1010,https://www.zameen.com/Property/karachi_clifton_130.html,Penthouse,9345000.0,8M - 20M,"Clifton, Karachi",Karachi,Sindh,Clifton,24.79122,66.984806,3,12.13 Marla,12.13,3302.39,For Sale,3,2024-03-09,2024,3,9,Zameen Estate Hub,Kashif Malik
131,1011,https://www.zameen.com/Property/rawalpindi_askari_14_131.html,Penthouse,1338000.0,Under 3M,"Askari 14, Rawalpindi",Rawalpindi,Punjab,Askari 14,33.505634,73.069549,2,4.63 Marla,4.63,1260.52,For Sale,3,2023-03-24,2023,3,24,City Housing Marketing,Imran Raza
132,1012,https://www.zameen.com/Property/faisalabad_eden_valley_132.html,Flat,211100.0,Rental,"Eden Valley, Faisalabad",Faisalabad,Punjab,Eden Valley,31.519958,73.091075,1,6.91 Marla,6.91,1881.25,For Rent,1,2021-05-30,2021,5,30,Zameen Estate Hub,Sara Raza
133,1013,https://www.zameen.com/Property/faisalabad_jaranwala_road_133.html,Penthouse,2652000.0,Under 3M,"Jaranwala Road, Faisalabad",Faisalabad,Punjab,Jaranwala Road,31.450812,73.081982,5,8.22 Marla,8.22,2237.89,For Sale,5,2021-05-25,2021,5,25,Prime Estate Consultants,Imran Malik
134,1014,https://www.zameen.com/Property/faisalabad_susan_road_134.html,Flat,10059000.0,8M - 20M,"Susan Road, Faisalabad",Faisalabad,Punjab,Susan Road,31.412745,73.088729,5,12.82 Marla,12.82,3490.24,For Sale,5,2018-04-27,2018,4,27,Graana Real Estate,Ahmed Aslam
135,1015,https://www.zameen.com/Property/faisalabad_madina_town_135.html,Room,9296000.0,8M - 20M,"Madina Town, Faisalabad",Faisalabad,Punjab,Madina Town,31.417989,73.066676,1,21.56 Marla,21.56,5869.71,For Sale,1,2021-05-22,2021,5,22,Metro Homes Realty,Ayesha Iqbal
136,1016,https://www.zameen.com/Property/lahore_dha_phase_6_136.html,Lower Portion,8399000.0,8M - 20M,"DHA Phase 6, Lahore",Lahore,Punjab,DHA Phase 6,31.461323,74.337986,5,18.82 Marla,18.82,5123.74,For Sale,5,2021-07-31,2021,7,31,City Housing Marketing,Hassan Iqbal
137,1017,https://www.zameen.com/Property/faisalabad_wapda_city_137.html,Upper Portion,1450000.0,Under 3M,"Wapda City, Faisalabad",Faisalabad,Punjab,Wapda City,31.410123,73.193449,2,4.77 Marla,4.77,1298.63,For Sale,2,2021-04-03,2021,4,3,Metro Homes Realty,Kashif Iqbal
138,1018,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_138.html,Room,7556000.0,3M - 8M,"Gulshan-e-Iqbal, Karachi",Karachi,Sindh,Gulshan-e-Iqbal,24.784408,67.072337,1,8.42 Marla,8.42,2292.34,For Sale,1,2023-03-28,2023,3,28,Metro Homes Realty,Usman Farooq
139,1019,https://www.zameen.com/Property/faisalabad_madina_town_139.html,Flat,6927000.0,3M - 8M,"Madina Town, Faisalabad",Faisalabad,Punjab,Madina Town,31.505948,73.123948,3,10.92 Marla,10.92,2972.97,For Sale,3,2023-04-12,2023,4,12,Aiwan-e-Property,Imran Khan
140,1020,https://www.zameen.com/Property/islamabad_gulberg_greens_140.html,Upper Portion,347500.0,Rental,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.666216,73.039957,1,10.91 Marla,10.91,2970.25,For Rent,1,2022-01-24,2022,1,24,Prime Estate Consultants,Usman Malik
141,1021,https://www.zameen.com/Property/faisalabad_jaranwala_road_141.html,Penthouse,121300.0,Rental,"Jaranwala Road, Faisalabad",Faisalabad,Punjab,Jaranwala Road,31.402249,73.13646,1,4.63 Marla,4.63,1260.52,For Rent,1,2021-10-20,2021,10,20,Prime Estate Consultants,Hassan Chaudhry
142,1022,https://www.zameen.com/Property/faisalabad_wapda_city_142.html,House,4307000.0,3M - 8M,"Wapda City, Faisalabad",Faisalabad,Punjab,Wapda City,31.421365,73.117873,5,12.73 Marla,12.73,3465.74,For Sale,5,2023-10-13,2023,10,13,Zameen Estate Hub,Hassan Aslam
143,1023,https://www.zameen.com/Property/faisalabad_jaranwala_road_143.html,Room,15386000.0,8M - 20M,"Jaranwala Road, Faisalabad",Faisalabad,Punjab,Jaranwala Road,31.423398,73.072537,1,25.16 Marla,25.16,6849.81,For Sale,1,2023-04-30,2023,4,30,Skyline Properties,Ahmed Raza
144,1024,https://www.zameen.com/Property/rawalpindi_satellite_town_144.html,Penthouse,117800.0,Rental,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.578464,72.964182,2,3.06 Marla,3.06,833.09,For Rent,3,2024-06-27,2024,6,27,Prime Estate Consultants,Ayesha Khan
145,1025,https://www.zameen.com/Property/faisalabad_madina_town_145.html,Flat,150200.0,Rental,"Madina Town, Faisalabad",Faisalabad,Punjab,Madina Town,31.436474,73.087623,6,7.25 Marla,7.25,1973.81,For Rent,6,2022-12-12,2022,12,12,Aiwan-e-Property,Fatima Chaudhry
146,1026,https://www.zameen.com/Property/faisalabad_eden_valley_146.html,Lower Portion,99300.0,Rental,"Eden Valley, Faisalabad",Faisalabad,Punjab,Eden Valley,31.52347,73.128546,5,3.12 Marla,3.12,849.42,For Rent,5,2023-05-14,2023,5,14,Prime Estate Consultants,Fatima Raza
147,1027,https://www.zameen.com/Property/faisalabad_jaranwala_road_147.html,Room,8910000.0,8M - 20M,"Jaranwala Road, Faisalabad",Faisalabad,Punjab,Jaranwala Road,31.521038,73.212162,1,10.22 Marla,10.22,2782.39,For Sale,1,2021-02-16,2021,2,16,Prime Estate Consultants,Usman Sheikh
148,1028,https://www.zameen.com/Property/islamabad_gulberg_greens_148.html,Flat,16500000.0,8M - 20M,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.71266,73.028651,2,19.27 Marla,19.27,5246.26,For Sale,3,2021-01-25,2021,1,25,Aiwan-e-Property,Bilal Aslam
149,1029,https://www.zameen.com/Property/rawalpindi_satellite_town_149.html,Penthouse,230500.0,Rental,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.519338,73.069372,6,9.08 Marla,9.08,2472.03,For Rent,6,2022-12-17,2022,12,17,City Housing Marketing,Usman Farooq
150,1030,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_150.html,Farm House,2048000.0,Under 3M,"PWD Housing Scheme, Islamabad",Islamabad,Islamabad Capital Territory,PWD Housing Scheme,33.620432,73.020747,5,5.12 Marla,5.12,1393.92,For Sale,5,2023-12-16,2023,12,16,Zameen Estate Hub,Ayesha Khan
151,1031,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_151.html,Farm House,113400.0,Rental,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,Punjab,Bahria Town Rawalpindi,33.536487,73.040244,2,3.28 Marla,3.28,892.98,For Rent,2,2023-05-03,2023,5,3,Metro Homes Realty,Ayesha Butt
152,1032,https://www.zameen.com/Property/lahore_model_town_152.html,Room,1676000.0,Under 3M,"Model Town, Lahore",Lahore,Punjab,Model Town,31.47021,74.398541,1,3.25 Marla,3.25,884.81,For Sale,1,2019-12-22,2019,12,22,Graana Real Estate,Fatima Farooq
153,1033,https://www.zameen.com/Property/islamabad_dha_islamabad_153.html,House,2931000.0,Under 3M,"DHA Islamabad, Islamabad",Islamabad,Islamabad Capital Territory,DHA Islamabad,33.74057,73.042783,3,5.43 Marla,5.43,1478.32,For Sale,3,2024-02-04,2024,2,4,Prime Estate Consultants,Zainab Chaudhry
154,1034,https://www.zameen.com/Property/karachi_dha_phase_8_154.html,Upper Portion,5133000.0,3M - 8M,"DHA Phase 8, Karachi",Karachi,Sindh,DHA Phase 8,24.888604,66.952006,6,20.59 Marla,20.59,5605.63,For Sale,6,2021-10-12,2021,10,12,Skyline Properties,Usman Aslam
155,1035,https://www.zameen.com/Property/faisalabad_madina_town_155.html,Penthouse,3985000.0,3M - 8M,"Madina Town, Faisalabad",Faisalabad,Punjab,Madina Town,31.371493,73.116372,6,11.01 Marla,11.01,2997.47,For Sale,6,2019-07-30,2019,7,30,Metro Homes Realty,Hassan Sheikh
156,1036,https://www.zameen.com/Property/rawalpindi_satellite_town_156.html,Upper Portion,1132000.0,Under 3M,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.549967,73.017303,2,2.86 Marla,2.86,778.63,For Sale,3,2019-04-30,2019,4,30,Metro Homes Realty,Usman Chaudhry
157,1037,https://www.zameen.com/Property/islamabad_gulberg_greens_157.html,House,8492000.0,8M - 20M,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.66418,73.080211,2,9.74 Marla,9.74,2651.72,For Sale,2,2023-05-13,2023,5,13,Zameen Estate Hub,Zainab Aslam
158,1038,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_158.html,Penthouse,2408000.0,Under 3M,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.629562,72.969245,4,5.03 Marla,5.03,1369.42,For Sale,5,2024-04-29,2024,4,29,Graana Real Estate,Ahmed Javed
159,1039,https://www.zameen.com/Property/faisalabad_susan_road_159.html,Flat,17622000.0,8M - 20M,"Susan Road, Faisalabad",Faisalabad,Punjab,Susan Road,31.499791,73.127549,6,24.71 Marla,24.71,6727.3,For Sale,6,2023-06-26,2023,6,26,Graana Real Estate,Imran Farooq
160,1000,https://www.zameen.com/Property/faisalabad_madina_town_160.html,Lower Portion,6311000.0,3M - 8M,"Madina Town, Faisalabad",Faisalabad,Punjab,Madina Town,31.46293,73.062246,2,24.81 Marla,24.81,6754.52,For Sale,3,2020-11-08,2020,11,8,Skyline Properties,Ahmed Sheikh
161,1001,https://www.zameen.com/Property/islamabad_gulberg_greens_161.html,House,851000.0,Under 3M,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.664314,73.110513,1,3.26 Marla,3.26,887.53,For Sale,1,2022-08-02,2022,8,2,Zameen Estate Hub,Sara Iqbal
162,1002,https://www.zameen.com/Property/rawalpindi_askari_14_162.html,Lower Portion,8286000.0,8M - 20M,"Askari 14, Rawalpindi",Rawalpindi,Punjab,Askari 14,33.601557,72.97253,3,23.16 Marla,23.16,6305.31,For Sale,3,2024-01-10,2024,1,10,Metro Homes Realty,Imran Chaudhry
163,1003,https://www.zameen.com/Property/lahore_wapda_town_163.html,House,640500.0,Rental,"Wapda Town, Lahore",Lahore,Punjab,Wapda Town,31.465219,74.308857,5,20.69 Marla,20.69,5632.85,For Rent,5,2020-07-29,2020,7,29,Zameen Estate Hub,Zainab Raza
164,1004,https://www.zameen.com/Property/lahore_dha_phase_5_164.html,Penthouse,1795000.0,Under 3M,"DHA Phase 5, Lahore",Lahore,Punjab,DHA Phase 5,31.558887,74.343062,1,2.84 Marla,2.84,773.19,For Sale,1,2023-01-03,2023,1,3,Prime Estate Consultants,Ahmed Sheikh
165,1005,https://www.zameen.com/Property/karachi_north_nazimabad_165.html,Flat,109700.0,Rental,"North Nazimabad, Karachi",Karachi,Sindh,North Nazimabad,24.904306,67.052041,3,2.78 Marla,2.78,756.85,For Rent,3,2024-06-17,2024,6,17,Aiwan-e-Property,Kashif Aslam
166,1006,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_166.html,Flat,397300.0,Rental,"Gulshan-e-Iqbal, Karachi",Karachi,Sindh,Gulshan-e-Iqbal,24.869636,66.928601,3,23.61 Marla,23.61,6427.82,For Rent,3,2024-08-20,2024,8,20,City Housing Marketing,Sara Iqbal
167,1007,https://www.zameen.com/Property/islamabad_gulberg_greens_167.html,Farm House,8154000.0,8M - 20M,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.642955,73.003955,4,24.09 Marla,24.09,6558.5,For Sale,4,2022-03-22,2022,3,22,Zameen Estate Hub,Imran Farooq
168,1008,https://www.zameen.com/Property/karachi_bahria_town_karachi_168.html,House,6072000.0,3M - 8M,"Bahria Town Karachi, Karachi",Karachi,Sindh,Bahria Town Karachi,24.916241,66.935894,2,15.17 Marla,15.17,4130.03,For Sale,2,2020-04-12,2020,4,12,Aiwan-e-Property,Bilal Farooq
169,1009,https://www.zameen.com/Property/karachi_dha_phase_8_169.html,Upper Portion,2312000.0,Under 3M,"DHA Phase 8, Karachi",Karachi,Sindh,DHA Phase 8,24.919816,66.974374,1,3.22 Marla,3.22,876.65,For Sale,2,2024-04-08,2024,4,8,Zameen Estate Hub,Zainab Sheikh
170,1010,https://www.zameen.com/Property/lahore_dha_phase_6_170.html,Flat,188300.0,Rental,"DHA Phase 6, Lahore",Lahore,Punjab,DHA Phase 6,31.491858,74.323989,4,5.25 Marla,5.25,1429.31,For Rent,4,2020-04-17,2020,4,17,Metro Homes Realty,Ayesha Javed
171,1011,https://www.zameen.com/Property/rawalpindi_satellite_town_171.html,Upper Portion,20717000.0,20M - 50M,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.544413,73.003129,4,26.91 Marla,26.91,7326.25,For Sale,4,2023-04-08,2023,4,8,Skyline Properties,Hassan Sheikh
172,1012,https://www.zameen.com/Property/faisalabad_susan_road_172.html,Farm House,7231000.0,3M - 8M,"Susan Road, Faisalabad",Faisalabad,Punjab,Susan Road,31.407203,73.146166,4,10.11 Marla,10.11,2752.45,For Sale,5,2021-04-24,2021,4,24,Zameen Estate Hub,Ayesha Raza
173,1013,https://www.zameen.com/Property/karachi_bahria_town_karachi_173.html,Room,10026000.0,8M - 20M,"Bahria Town Karachi, Karachi",Karachi,Sindh,Bahria Town Karachi,24.807783,67.03635,1,11.42 Marla,11.42,3109.09,For Sale,1,2023-07-03,2023,7,3,Metro Homes Realty,Sara Raza
174,1014,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_174.html,Room,130500.0,Rental,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.507099,73.037812,1,3.01 Marla,3.01,819.47,For Rent,1,2018-07-18,2018,7,18,Skyline Properties,Ahmed Iqbal
175,1015,https://www.zameen.com/Property/lahore_model_town_175.html,Flat,16377000.0,8M - 20M,"Model Town, Lahore",Lahore,Punjab,Model Town,31.441458,74.366963,1,24.78 Marla,24.78,6746.36,For Sale,1,2024-11-30,2024,11,30,Metro Homes Realty,Zainab Khan
